Timestamp,How many hours do you play a week?,Which game mode do you usually play the most?,What is your average rank?,What are your most-played hero categories?,Who is your favourite hero to play?,Who is the least fun hero to play against?,Who is your most played hero?,Who is your 2nd most played hero?,Who is your 3rd most played hero?,I enjoy playing as Ashe,I enjoy playing against Ashe,How do you rate Ashe in terms of balance?,I enjoy playing as Bastion,I enjoy playing against Bastion,How do you rate Bastion in terms of balance?,I enjoy playing as Doomfist,I enjoy playing against Doomfist,How do you rate Doomfist in terms of balance?,I enjoy playing as Genji,I enjoy playing against Genji,How do you rate Genji in terms of balance?,I enjoy playing as Hanzo,I enjoy playing against Hanzo,How do you rate Hanzo in terms of balance?,I enjoy playing as Junkrat,I enjoy playing against Junkrat,How do you rate Junkrat in terms of balance?,I enjoy playing as McCree,I enjoy playing against McCree,How do you rate McCree in terms of balance?,I enjoy playing as Mei,I enjoy playing against Mei,How do you rate Mei in terms of balance?,I enjoy playing as Pharah,I enjoy playing against Pharah,How do you rate Pharah in terms of balance?,I enjoy playing as Reaper,I enjoy playing against Reaper,How do you rate Reaper in terms of balance?,I enjoy playing as Soldier: 76,I enjoy playing against Soldier: 76,How do you rate Soldier: 76 in terms of balance?,I enjoy playing as Sombra,I enjoy playing against Sombra,How do you rate Sombra in terms of balance?,I enjoy playing as Symmetra,I enjoy playing against Symmetra,How do you rate Symmetra in terms of balance?,I enjoy playing as Torbjorn,I enjoy playing against Torbjorn,How do you rate Torbjorn in terms of balance?,I enjoy playing as Tracer,I enjoy playing against Tracer,How do you rate Tracer in terms of balance?,I enjoy playing as Widowmaker,I enjoy playing against Widowmaker,How do you rate Widowmaker in terms of balance?,I enjoy playing as Ana,I enjoy playing against Ana,How do you rate Ana in terms of balance?,I enjoy playing as Baptiste,I enjoy playing against Baptiste,How do you rate Baptiste in terms of balance?,I enjoy playing as Brigitte,I enjoy playing against Brigitte,How do you rate Brigitte in terms of balance?,I enjoy playing as Lucio,I enjoy playing against Lucio,How do you rate Lucio in terms of balance?,I enjoy playing as Mercy,I enjoy playing against Mercy,How do you rate Mercy in terms of balance?,I enjoy playing as Moira,I enjoy playing against Moira,How do you rate Moira in terms of balance?,I enjoy playing as Zenyatta,I enjoy playing against Zenyatta,How do you rate Zenyatta in terms of balance?,I enjoy playing as D.va,I enjoy playing against D.va,How do you rate D.va in terms of balance?,I enjoy playing as Orisa,I enjoy playing against Orisa,How do you rate Orisa in terms of balance?,I enjoy playing as Reinhardt,I enjoy playing against Reinhardt,How do you rate Reinhardt in terms of balance?,I enjoy playing as Roadhog,I enjoy playing against Roadhog,How do you rate Roadhog in terms of balance?,I enjoy playing as Sigma,I enjoy playing against Sigma,How do you rate Sigma in terms of balance?,I enjoy playing as Winston,I enjoy playing against Winston,How do you rate Winston in terms of balance?,I enjoy playing as Wrecking Ball,I enjoy playing against Wrecking Ball,How do you rate Wrecking Ball in terms of balance?,I enjoy playing as Zarya,I enjoy playing against Zarya,How do you rate Zarya in terms of balance?
9/26/2019 13:06:14,0-5,Competitive,Diamond,"Support, Tank",Moira,Doomfist,Zarya,Zenyatta,Roadhog,1,3,3,2,1,3,1,1,5,1,3,3,4,3,3,4,3,3,4,4,3,3,1,4,5,1,4,2,1,4,3,3,3,3,1,3,4,1,5,4,3,3,3,3,3,1,3,3,5,4,3,1,3,5,1,1,2,2,3,3,4,4,4,5,3,4,4,3,2,4,3,4,1,1,4,2,3,2,5,4,4,4,3,4,1,1,4,1,1,4,5,4,4
9/26/2019 13:06:19,0-5,Competitive,Gold,"Support, Tank",Zenyatta,Reaper,Zenyatta,Zarya,Ana,4,3,3,4,2,4,1,1,4,4,2,2,3,1,4,2,2,4,4,3,3,4,2,3,5,1,4,4,1,5,2,4,1,3,3,3,2,3,3,3,2,3,4,2,2,1,1,3,5,3,3,3,1,4,3,3,3,4,3,3,3,3,2,3,1,4,5,4,3,2,4,3,4,2,4,2,4,2,5,3,2,3,3,3,2,2,2,4,3,3,5,2,3
9/26/2019 13:06:20,20+,Competitive,Grandmasters,Support,Ana,Symmetra,Ana,Zenyatta,Reinhardt,4,4,3,3,2,4,4,2,5,4,4,2,4,3,4,2,4,3,4,4,4,3,4,4,4,2,4,3,4,4,5,5,1,4,3,3,2,1,4,3,3,3,5,5,2,5,3,4,5,5,3,5,4,4,3,4,3,3,5,5,3,5,4,4,4,5,5,5,2,2,3,3,1,2,5,4,4,2,4,3,4,4,3,5,5,5,2,3,4,4,4,3,4
9/26/2019 13:06:26,20+,Scrims,Diamond,Tank,Reinhardt,Doomfist,D.va,Reinhardt,Mercy,2,3,2,3,1,4,5,1,5,2,3,1,3,3,3,2,2,2,5,4,3,4,1,4,3,2,3,4,2,4,3,5,1,5,1,3,5,1,5,2,1,3,5,3,1,3,4,3,5,4,3,2,3,3,1,1,2,5,5,4,3,4,3,5,1,5,4,3,3,5,4,2,2,2,5,5,5,2,4,3,3,5,2,5,5,4,1,3,3,2,5,4,2
9/26/2019 13:06:40,10-20,Competitive,Grandmasters,"Damage, Support, Tank",Genji,Moira,Genji,Tracer,Zarya,3,3,3,1,1,3,5,1,4,5,4,1,5,2,3,2,1,2,5,5,3,5,1,4,3,1,2,2,2,4,3,4,1,4,1,3,2,1,4,2,1,2,5,3,1,4,2,4,4,4,3,3,2,4,1,1,3,5,5,3,1,4,3,1,1,5,5,4,3,4,2,3,1,1,5,3,4,2,5,4,3,5,1,5,5,4,2,3,1,3,5,5,3
9/26/2019 13:08:04,5-10,Competitive,Masters,"Damage, Support",Tracer,Orisa,Genji,Tracer,Widowmaker,3,5,2,2,2,4,2,1,4,5,5,3,3,2,5,3,3,3,5,5,4,3,3,3,3,5,3,3,3,3,4,5,2,2,1,4,2,1,4,3,3,2,5,5,3,5,5,4,5,5,3,4,3,4,2,3,2,4,4,3,3,5,3,2,2,4,5,5,3,3,4,4,1,1,5,4,5,1,4,3,3,5,1,5,5,5,2,3,4,3,4,4,2
9/26/2019 13:08:53,10-20,Quick Play,Masters,"Damage, Support",Zenyatta,Sigma,Zenyatta,Ana,Lucio,3,3,3,3,2,3,1,1,4,5,4,3,2,3,3,3,3,3,5,5,3,3,2,4,4,4,3,2,3,3,4,4,3,4,2,4,1,1,5,2,5,3,5,5,3,3,4,3,5,5,3,3,3,4,1,1,3,5,5,3,1,2,3,3,1,4,5,5,3,4,2,4,5,1,5,1,5,3,5,5,3,1,5,5,4,5,3,1,1,4,4,4,3
9/26/2019 13:09:32,20+,Scrims,t500,Tank,D.va,Sombra,D.va,Roadhog,Sigma,3,2,2,4,4,3,1,1,3,4,3,2,4,3,3,4,3,3,4,4,3,5,1,4,4,4,1,3,2,4,5,4,1,1,1,5,4,2,3,5,5,3,5,5,3,4,4,3,4,5,3,5,5,3,3,3,2,5,5,3,2,2,3,1,1,4,5,5,3,5,5,3,1,1,5,5,5,2,5,5,3,2,1,5,4,5,2,5,4,3,5,5,3
9/26/2019 13:11:17,5-10,Competitive,Platinum,"Support, Tank",Soldier: 76,Hanzo,Soldier: 76,Tracer,Ana,4,3,2,3,1,3,5,2,4,4,4,3,4,1,4,4,2,3,5,5,2,3,2,3,3,3,3,3,1,4,5,4,1,3,2,3,5,4,4,4,3,2,5,3,2,3,2,3,5,4,3,4,4,3,4,4,1,4,4,4,1,3,2,3,1,5,5,4,3,5,4,2,1,2,5,1,5,3,3,3,3,4,3,3,4,4,1,3,3,3,5,4,2
9/26/2019 13:14:03,5-10,Competitive,Platinum,Damage,Widowmaker,Sigma,Widowmaker,McCree,Doomfist,4,4,3,2,2,3,3,2,5,4,4,4,1,1,3,2,3,3,5,4,3,3,3,3,4,4,2,3,2,4,3,3,3,2,2,3,1,1,4,2,2,3,4,4,2,5,5,3,4,4,3,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,2,3,2,1,2,4,4,5,2,4,4,3,1,1,5,4,4,3,3,1,3,4,4,3
9/26/2019 13:14:21,20+,Competitive,t500,"Damage, Tank",Winston,Orisa,Hanzo,Reaper,Doomfist,5,3,3,5,3,3,3,1,3,5,3,1,3,1,3,1,1,3,5,2,3,3,2,3,1,5,3,1,2,4,3,3,2,4,1,3,5,1,4,3,3,3,5,5,2,4,4,3,4,2,3,5,4,3,2,1,3,4,4,2,1,5,3,3,2,4,4,4,2,4,3,3,1,1,5,5,5,2,3,1,3,5,4,3,5,5,2,5,3,3,5,3,3
9/26/2019 13:15:01,10-20,Competitive,Masters,"Damage, Tank",Genji,Sombra,Tracer,Genji,Zarya,2,2,2,3,1,3,5,1,4,5,5,2,3,2,4,2,1,3,3,4,3,4,2,3,5,4,4,2,1,4,4,5,1,3,1,5,2,1,4,3,3,1,5,3,2,4,1,5,3,5,4,4,3,3,3,3,2,4,5,3,1,3,4,3,2,4,4,5,1,4,4,2,4,1,5,3,5,2,4,5,4,3,1,4,4,4,1,4,3,3,5,5,3
9/26/2019 13:15:54,10-20,Competitive,Diamond,Tank,Roadhog,Mei,Orisa,Sigma,Zarya,4,4,3,3,2,3,4,3,4,4,4,3,4,3,4,3,3,3,4,4,3,2,1,5,3,3,3,3,2,4,4,4,1,4,3,3,3,1,4,2,4,3,5,5,3,4,3,3,4,4,3,4,3,3,2,1,3,4,2,3,1,3,3,2,2,3,5,5,3,4,4,3,3,3,3,4,4,2,5,5,3,4,4,4,5,5,1,4,4,3,4,4,3
9/26/2019 13:18:09,5-10,Quick Play,Platinum,"Support, Tank",Moira,Doomfist,Reinhardt,Mercy,Moira,2,3,3,4,2,3,3,1,5,2,2,3,4,3,3,5,4,3,2,2,3,4,1,3,4,4,3,4,3,4,3,3,3,4,2,3,5,4,2,4,4,3,1,1,3,1,1,4,5,4,2,4,4,3,1,3,1,3,3,3,4,4,2,5,5,2,4,4,3,5,4,3,1,1,5,5,5,2,4,4,3,4,4,3,4,4,1,3,3,3,4,4,1
9/26/2019 13:18:15,10-20,Competitive,Diamond,"Support, Tank",Zenyatta,Doomfist,Orisa,Sigma,Zenyatta,3,3,3,1,1,3,1,1,5,1,1,2,3,3,3,2,2,3,4,4,3,3,3,3,3,3,3,3,3,4,2,3,2,2,1,3,4,2,4,3,3,3,4,2,3,2,2,3,2,3,3,4,3,3,3,3,3,1,1,4,2,3,3,2,2,3,5,5,3,3,3,3,2,3,4,4,3,3,2,2,3,4,2,4,2,2,3,3,2,3,3,3,3
9/26/2019 13:20:18,5-10,Quick Play,Diamond,Support,Ana,Orisa,Ana,Lucio,Sombra,5,3,3,4,3,3,5,3,3,5,2,3,4,2,4,3,2,3,4,3,3,2,2,3,4,3,3,5,4,3,5,3,3,4,3,3,4,3,2,4,3,3,5,3,3,2,2,4,5,3,3,4,3,3,4,3,3,4,3,3,4,3,3,1,3,3,4,4,3,3,3,3,1,2,4,4,3,3,4,3,3,4,3,4,3,3,3,4,3,3,3,3,3
9/26/2019 13:20:20,10-20,Competitive,Diamond,"Support, Tank",Ana,Symmetra,Pharah,Ana,Wrecking Ball,4,3,2,2,1,4,5,2,5,4,3,3,4,3,3,1,1,3,3,2,3,3,2,3,5,5,3,3,2,4,3,3,2,4,2,3,1,1,5,3,2,3,5,4,3,5,3,3,5,5,3,2,3,4,1,1,2,4,4,3,2,4,3,1,1,4,4,4,3,3,3,3,3,2,5,5,5,2,5,4,3,4,3,4,3,3,2,5,5,3,4,4,3
9/26/2019 13:21:48,10-20,Competitive,Gold,"Support, Tank",D.va,Junkrat,D.va,Lucio,Orisa,4,4,3,1,1,4,1,1,5,3,3,3,5,4,4,1,1,3,3,3,3,3,1,4,4,3,3,1,1,5,4,4,3,3,2,3,2,2,4,2,3,2,3,2,3,2,2,4,4,4,3,4,4,3,3,2,3,5,4,3,2,4,3,3,3,3,5,5,3,5,5,2,3,1,4,3,3,3,4,3,3,5,4,3,2,2,3,2,1,4,4,4,3
9/26/2019 13:22:15,5-10,Quick Play,Diamond,Damage,Tracer,Doomfist,Tracer,Lucio,Zarya,5,5,3,4,3,3,4,1,4,4,4,3,4,4,3,3,5,3,5,5,3,3,4,3,3,4,3,2,4,3,5,4,3,1,3,3,2,3,4,1,3,3,5,4,3,5,3,3,4,4,3,3,4,3,3,3,3,5,3,3,1,4,3,5,4,3,3,4,2,4,4,2,3,2,4,1,3,3,4,2,3,5,4,3,3,4,1,5,4,3,5,4,3
9/26/2019 13:24:30,20+,Scrims,t500,Support,Ana,Symmetra,Ana,Zenyatta,Lucio,1,3,3,4,2,3,5,2,3,3,4,2,2,1,3,5,3,3,2,2,3,3,2,3,5,5,3,3,2,4,5,3,2,3,2,3,3,1,3,4,4,3,3,2,2,3,1,3,5,4,3,5,3,3,4,3,3,5,4,3,5,5,3,5,4,3,5,4,2,4,2,3,4,4,4,4,4,3,4,2,2,5,2,4,4,2,3,5,2,3,5,3,3
9/26/2019 13:26:28,10-20,Quick Play,Diamond,Tank,Winston,Doomfist,Winston,Zarya,Mercy,3,3,3,3,2,3,2,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2,2,1,5,5,4,3,3,3,3,3,3,2
9/26/2019 13:27:04,5-10,Competitive,Grandmasters,Damage,Genji,Brigette,Genji,McCree,Widowmaker,4,4,3,1,1,3,3,2,4,5,4,2,3,3,4,1,1,3,5,4,2,2,1,3,4,4,3,3,2,3,4,4,1,1,1,3,1,2,3,4,2,3,5,4,1,5,3,4,5,2,4,1,1,4,1,1,4,2,3,3,2,3,3,1,1,4,4,4,2,2,3,3,1,1,5,2,3,3,5,3,2,2,1,5,2,4,2,3,2,2,5,4,2
9/26/2019 13:27:27,20+,Competitive,Diamond,Damage,Genji,Doomfist,McCree,Genji,Hanzo,5,4,2,3,2,3,2,1,5,5,5,2,5,5,3,3,5,3,5,5,3,4,4,3,3,3,3,3,3,4,4,4,2,3,3,3,2,2,5,2,3,3,5,5,2,5,5,3,5,5,3,5,5,3,1,2,3,4,4,3,1,4,3,1,1,4,5,5,2,5,5,2,3,2,4,4,4,3,5,5,3,3,1,5,4,4,2,1,1,3,4,4,3
9/26/2019 13:27:43,0-5,Arcade,Platinum,Support,Lucio,Doomfist,Moira,Lucio,Ana,4,4,3,3,2,2,2,1,4,3,3,2,4,2,3,3,2,3,4,4,3,5,2,3,2,1,2,1,1,3,4,5,1,5,3,2,3,3,3,4,4,2,4,3,2,2,1,3,5,5,2,3,4,3,4,3,1,5,5,3,2,4,3,5,3,3,5,5,2,2,3,3,2,1,5,3,5,2,5,4,2,4,2,4,4,4,2,5,4,3,4,4,3
9/26/2019 13:28:04,20+,Quick Play,Masters,"Damage, Support",Doomfist,Mei,Genji,Ana,Tracer,3,5,2,4,3,3,5,2,4,5,5,2,5,5,3,3,3,3,4,4,4,4,1,3,5,3,3,3,4,2,4,5,2,4,2,3,3,2,4,4,4,3,5,5,2,4,2,3,5,5,3,5,4,3,1,4,2,4,3,3,2,4,3,4,2,3,5,5,2,4,4,2,2,2,4,3,4,2,3,4,2,4,2,3,5,4,3,4,1,4,5,4,4
9/26/2019 13:28:13,5-10,Arcade,Platinum,Tank,Lucio,Moira,Lucio,D.va,Junkrat,4,4,3,4,3,3,5,3,3,3,3,3,3,3,3,5,4,3,5,5,3,4,4,3,5,3,3,3,3,3,3,3,3,3,2,3,4,1,3,3,1,3,3,3,3,3,3,3,4,5,3,4,3,3,3,2,3,5,5,3,3,3,3,3,2,3,5,4,3,5,4,3,2,2,3,4,5,3,5,4,3,4,2,4,5,5,3,4,3,3,4,3,3
9/26/2019 13:28:56,5-10,Competitive,Silver,"Support, Tank",Ana,Symmetra,Ana,Zarya,Roadhog,3,3,3,3,2,3,3,1,5,4,3,2,4,3,4,3,1,4,3,3,2,3,1,5,3,3,3,3,2,4,3,3,2,3,2,3,2,1,5,3,1,3,3,3,3,3,2,3,5,4,3,3,2,4,3,3,2,4,3,3,4,3,3,3,1,5,5,3,3,5,4,3,2,2,4,4,4,3,5,4,3,3,3,4,5,4,1,5,3,3,5,5,3
9/26/2019 13:29:15,10-20,Competitive,Diamond,"Support, Tank",Ana,Doomfist,Ana,Zenyatta,Lucio,3,3,3,4,2,3,5,1,5,2,3,3,4,2,5,3,3,4,3,3,3,4,2,3,4,1,5,3,3,4,3,3,2,2,1,5,4,2,4,3,3,2,4,4,2,3,2,5,5,5,2,3,3,3,3,3,3,5,3,3,4,3,2,4,3,2,5,4,2,3,3,3,3,2,4,4,4,2,5,4,2,3,3,5,5,5,1,4,4,2,3,3,3
9/26/2019 13:29:35,10-20,Arcade,Masters,Damage,Hanzo,Doomfist,Widowmaker,McCree,Hanzo,4,3,3,4,1,3,5,1,4,5,4,2,5,2,5,5,2,3,4,4,3,4,1,3,4,4,2,1,1,5,5,4,2,4,1,4,4,2,4,5,4,1,5,2,3,5,5,4,5,4,3,5,1,4,2,4,2,5,1,3,1,4,2,2,1,4,5,5,2,2,2,2,1,1,5,4,4,2,5,4,3,3,3,5,3,4,2,3,3,3,5,4,3
9/26/2019 13:30:40,10-20,Arcade,Diamond,Tank,Reinhardt,Doomfist,Reinhardt,Lucio,Roadhog,3,3,3,4,2,3,2,1,4,3,2,3,4,3,3,3,3,3,5,4,3,4,2,3,4,2,3,3,2,3,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,4,4,3,3,2,4,2,3,3,5,3,3,4,3,3,4,2,3,4,3,3,1,3,3,2,2,3,5,5,3,5,3,3,2,1,3,4,3,3,3,3,3,4,3,3
9/26/2019 13:30:47,5-10,Competitive,Grandmasters,Support,Lucio,Symmetra,Lucio,Roadhog,Moira,3,3,3,4,1,4,5,1,5,3,5,2,4,3,3,4,4,3,5,4,3,5,2,3,4,2,4,5,3,4,3,3,1,1,1,4,5,1,5,3,3,3,4,3,3,4,1,5,1,3,2,5,3,1,5,3,1,5,5,2,4,2,3,5,2,5,4,5,1,3,3,1,1,1,5,4,4,2,5,4,2,4,1,5,1,3,1,4,4,3,4,3,2
9/26/2019 13:33:07,5-10,Competitive,Platinum,"Damage, Support",Lucio,Doomfist,Lucio,Zenyatta,Hanzo,3,3,2,2,1,4,4,1,5,4,4,2,5,4,4,3,2,3,4,4,3,3,1,4,4,2,3,3,2,5,5,5,1,2,3,3,4,1,4,4,3,3,4,4,2,5,3,3,4,4,3,4,2,4,1,2,3,5,5,3,2,3,3,2,2,4,5,5,2,4,5,3,2,1,5,4,5,1,4,3,3,3,2,5,5,4,2,3,3,3,5,5,2
9/26/2019 13:33:37,5-10,Quick Play,Diamond,Tank,Tracer,Doomfist,Winston,Tracer,Reinhardt,3,4,3,2,2,3,1,1,4,4,4,3,2,2,4,1,3,3,4,4,3,2,2,3,4,4,3,3,2,4,4,5,3,3,3,3,3,3,3,2,3,3,5,4,3,3,4,3,3,4,3,3,4,3,3,4,3,4,4,3,4,5,3,3,4,3,4,4,3,4,5,3,5,4,3,5,5,3,2,3,3,1,1,5,5,5,3,3,3,3,3,4,3
9/26/2019 13:35:06,5-10,Arcade,Platinum,"Support, Tank",Doomfist,Moira,Lucio,Winston,Zenyatta,4,4,3,5,4,3,5,3,3,4,3,3,4,3,3,4,3,2,4,4,3,4,3,3,5,4,3,4,4,3,4,5,3,2,2,3,4,2,3,5,2,3,4,4,2,5,3,3,3,4,3,2,4,3,4,2,3,5,4,3,3,4,3,5,2,4,4,5,3,3,4,2,2,2,3,4,4,2,5,4,3,4,3,3,5,5,3,4,4,3,4,3,2
9/26/2019 13:35:15,20+,Competitive,Masters,Damage,Tracer,Mei,Zarya,Tracer,Genji,2,2,3,1,1,3,5,1,4,4,3,2,4,2,3,4,3,3,4,3,3,1,1,5,5,3,3,2,2,4,5,4,2,3,1,3,1,1,5,4,3,3,5,3,2,5,3,3,5,3,3,2,2,3,1,1,3,4,3,3,1,3,3,2,1,5,5,3,1,5,4,2,1,1,5,3,3,2,4,4,3,4,2,4,5,4,2,5,2,3,5,4,2
9/26/2019 13:36:21,5-10,Quick Play,Platinum,Tank,Tracer,Symmetra,Reinhardt,Zarya,Tracer,3,3,3,2,2,3,4,2,4,3,3,2,4,2,3,2,1,3,4,4,3,2,1,4,3,3,2,3,2,4,3,3,3,3,2,4,3,1,5,2,1,3,5,5,2,3,2,3,4,4,3,4,2,3,4,2,2,3,3,3,2,2,2,2,1,5,3,3,2,3,2,3,2,1,4,4,5,3,2,2,3,5,3,5,4,3,2,5,3,3,5,4,3
9/26/2019 13:36:29,10-20,Competitive,Masters,Tank,Wrecking Ball,Mei,Wrecking Ball,Winston,Lucio,2,2,3,3,1,2,5,2,4,2,4,1,3,2,4,4,1,3,4,3,3,4,1,3,2,3,2,4,3,3,4,3,2,5,2,4,4,1,5,5,3,3,3,3,2,3,3,3,4,3,3,4,3,4,5,3,3,4,3,2,4,3,3,4,3,4,4,4,2,2,3,2,2,2,4,4,3,3,2,2,3,4,3,5,5,4,2,5,5,5,4,3,3
9/26/2019 13:39:30,5-10,Competitive,Platinum,"Damage, Support",Tracer,Mei,Zenyatta,Soldier: 76,Moira,4,4,2,2,1,4,3,3,4,3,5,3,4,4,3,5,5,3,5,5,3,3,1,3,3,2,3,5,2,4,5,5,2,1,1,4,1,2,4,5,3,3,5,2,2,1,2,4,5,4,3,4,3,3,5,4,2,1,4,3,1,5,3,5,3,3,5,5,2,3,3,2,1,4,3,4,4,2,4,4,2,1,1,5,5,5,1,1,1,3,5,5,3
9/26/2019 13:39:46,20+,Competitive,Masters,Damage,Genji,Doomfist,McCree,Genji,Widowmaker,3,3,3,4,2,3,4,2,4,5,3,2,3,3,3,3,2,3,4,3,3,4,2,4,3,3,2,5,3,4,4,4,2,3,2,4,3,2,3,4,3,2,4,2,2,4,2,4,5,4,2,4,3,3,4,3,1,3,4,3,3,3,3,3,2,4,4,3,1,3,3,3,2,2,4,4,3,2,4,3,2,5,3,4,4,3,2,5,3,3,5,3,2
9/26/2019 13:40:15,0-5,Quick Play,Platinum,Tank,Tracer,Bastion,Ana,D.va,Ashe,5,3,3,1,1,5,2,1,5,2,3,3,5,3,4,3,1,4,4,3,3,5,1,5,3,2,3,3,2,5,5,4,3,5,2,3,3,1,3,4,3,3,5,4,2,5,2,5,5,4,3,5,2,4,3,3,2,2,3,3,2,3,3,1,1,5,4,4,3,5,5,2,1,1,5,4,4,3,4,3,3,2,2,4,3,4,2,2,3,3,4,3,3
9/26/2019 13:40:18,20+,Competitive,Platinum,Damage,Widowmaker,Baptiste,McCree,Widowmaker,Reaper,4,5,2,4,1,3,2,3,3,5,3,3,5,5,3,5,4,3,5,5,3,5,3,3,5,4,3,5,5,3,4,4,3,5,5,2,4,3,4,1,1,4,5,5,3,5,5,3,5,5,3,1,1,4,1,3,2,3,4,3,5,5,3,5,5,3,5,5,3,3,4,1,5,5,3,5,5,3,4,4,3,3,1,4,4,4,2,5,5,3,5,3,3
9/26/2019 13:40:35,5-10,Competitive,Platinum,Tank,Roadhog,Bastion,Roadhog,Zarya,Winston,3,4,2,1,1,3,4,1,4,3,3,2,4,4,3,5,4,2,1,4,2,1,1,4,4,2,3,2,1,4,3,3,2,1,3,3,2,1,4,3,3,1,4,4,2,4,4,2,2,4,3,2,3,3,2,1,3,2,3,3,1,4,3,2,2,4,3,3,3,2,5,3,4,3,5,1,4,2,5,5,1,4,2,3,5,3,3,1,1,2,5,3,3
9/26/2019 13:41:15,5-10,Quick Play,Silver,Tank,Reinhardt,Widowmaker,Reinhardt,Zenyatta,Orisa,3,4,3,1,1,3,4,3,3,1,5,3,2,1,5,4,3,3,2,2,4,5,5,3,3,5,2,5,5,3,5,5,2,5,5,4,5,5,3,2,4,3,4,3,3,1,1,5,5,5,4,5,5,3,5,5,2,1,5,4,5,5,2,5,5,3,5,5,3,1,5,2,5,5,4,5,5,3,5,5,3,5,5,3,5,5,3,1,5,3,5,5,2
9/26/2019 13:41:21,20+,Scrims,t500,Support,Lucio,Hanzo,Lucio,Mercy,Tracer,4,2,3,4,3,4,5,2,4,4,4,1,3,1,4,3,2,3,4,3,3,4,2,4,5,3,3,3,3,4,4,4,1,3,1,4,4,2,3,3,2,2,4,4,2,3,1,4,4,4,3,4,3,4,3,2,2,5,5,4,4,3,3,1,1,4,3,3,3,4,3,2,1,2,5,4,4,2,3,2,1,4,3,5,5,4,1,4,3,3,4,3,2
9/26/2019 13:44:23,10-20,Competitive,Masters,"Support, Tank",Wrecking Ball,Mei,D.va,Ana,Widowmaker,4,4,2,3,3,3,5,3,3,4,4,1,4,5,3,1,3,2,3,3,2,1,1,3,3,4,2,2,3,3,3,5,3,2,3,2,3,1,4,5,3,2,2,2,1,4,5,3,5,5,3,4,4,4,2,5,1,2,4,4,1,5,2,3,3,4,4,4,2,5,5,2,1,1,4,3,4,1,4,4,2,5,5,4,4,2,1,5,5,3,5,4,4
9/26/2019 13:46:12,10-20,Competitive,Diamond,Tank,Tracer,Bastion,Zarya,Zenyatta,Sigma,3,4,2,4,2,4,2,2,5,5,4,3,3,2,3,4,4,3,4,4,3,3,2,4,4,3,3,3,2,4,4,3,2,4,2,3,3,2,4,4,3,3,5,3,2,4,3,3,4,3,3,3,3,4,2,3,2,4,3,3,4,3,3,4,3,4,5,4,3,4,4,2,4,3,4,3,4,3,3,4,3,5,3,4,4,4,2,5,3,3,5,3,3
9/26/2019 13:46:44,5-10,Competitive,Diamond,"Damage, Support",Genji,Doomfist,Genji,Ana,Reaper,4,4,3,1,1,3,1,1,5,5,4,1,1,1,4,1,2,2,3,3,3,4,2,4,1,2,4,4,2,4,3,3,2,4,3,3,1,1,5,4,2,3,1,1,4,1,1,4,5,4,3,4,2,4,1,1,2,2,2,3,1,2,4,4,2,5,1,3,3,4,4,2,4,1,5,1,3,2,1,3,3,4,2,5,5,3,2,4,2,3,4,4,3
9/26/2019 13:48:10,0-5,Quick Play,Silver,"Support, Tank",Mercy,Doomfist,Moira,Mercy,Reinhardt,3,3,3,4,2,3,2,1,4,3,3,3,3,3,3,4,4,3,3,2,3,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,3,4,5,3,5,3,3,4,3,3,5,5,2,5,5,3,4,5,2,4,4,3,4,4,3,5,4,3,4,4,3,3,3,3,4,4,3,4,4,3,3,3,3
9/26/2019 13:48:41,5-10,Competitive,Platinum,Damage,McCree,Doomfist,McCree,Soldier: 76,Genji,5,4,3,4,1,4,1,1,5,5,4,3,4,4,3,5,3,3,5,5,3,5,2,4,5,5,3,1,1,4,5,5,3,1,1,3,4,3,4,1,1,3,5,4,3,5,4,3,5,5,3,4,1,5,3,2,3,5,3,3,1,1,4,1,1,5,4,4,3,1,1,3,1,1,5,1,3,3,4,2,3,5,1,5,4,4,3,3,1,2,1,1,5
9/26/2019 13:49:20,5-10,Competitive,Masters,Support,Tracer,Doomfist,Mercy,Tracer,Lucio,4,3,3,4,2,3,2,1,4,2,2,2,3,1,3,3,3,3,3,3,3,4,2,3,2,3,3,4,2,3,2,3,3,4,2,3,5,2,4,3,2,3,5,2,1,4,3,3,2,3,3,4,3,3,4,3,1,5,3,2,5,3,2,4,3,4,2,2,1,4,3,2,5,3,4,3,3,1,4,3,2,2,2,5,3,3,1,3,3,2,4,3,3
9/26/2019 13:49:17,0-5,Competitive,Gold,Tank,Zarya,Sombra,Zarya,Doomfist,Widowmaker,2,4,3,3,2,3,5,1,4,5,4,2,4,3,4,2,2,2,3,3,3,3,1,3,5,3,3,3,3,4,3,3,1,4,1,4,3,1,4,2,3,3,3,3,2,4,3,3,4,3,3,5,3,4,4,3,2,3,3,3,1,3,3,4,3,4,2,3,3,2,4,2,1,1,5,4,4,2,5,4,3,5,2,5,2,3,1,5,3,3,5,5,2
